1	10	9	131565.0000000	0.0001316	29316	1
2	10	11	169664.0000000	0.0001697	16940	1
3	10	13	195075.0000000	0.0001951	-44448	1
4	10	10	187730.0000000	0.0001877	25217	1
5	20	24	506386.0000000	0.0005064	-32021	1
6	20	24	446890.0000000	0.0004469	25130	1
7	20	28	590486.0000000	0.0005905	-41693	1
8	20	26	472151.0000000	0.0004722	-37205	1
9	40	56	1202895.0000000	0.0012029	-114203	1
10	40	50	1102789.0000000	0.0011028	-31929	1
11	40	50	1147575.0000000	0.0011476	-79570	1
12	40	52	946399.0000000	0.0009464	-79741	1
13	80	108	2654004.0000000	0.0026540	-139926	1
14	80	99	2618705.0000000	0.0026187	-198094	1
15	80	104	2680538.0000000	0.0026805	-110571	1
16	80	114	1539338.0000000	0.0015393	-233320	1
17	100	136	1941819.0000000	0.0019418	-141960	1
18	100	129	2280332.0000000	0.0022803	-271743	1
19	100	137	3332268.0000000	0.0033323	-288906	1
20	100	132	2770627.0000000	0.0027706	-229506	1
21	200	267	5085429.0000000	0.0050854	-510185	1
22	200	269	4163457.0000000	0.0041635	-515136	1
23	200	269	4324214.0000000	0.0043242	-444357	1
24	200	267	4569319.0000000	0.0045693	-393278	1
25	400	540	10369158.0000000	0.0103692	-1119906	1
26	400	518	9302214.0000000	0.0093022	-788168	1
27	400	538	9424145.0000000	0.0094241	-895704	1
28	400	526	9336026.0000000	0.0093360	-733645	1
29	800	1063	21103125.0000000	0.0211031	-1541291	1
30	800	1058	43997892.0000000	0.0439979	-1578294	1
31	800	1076	39765996.0000000	0.0397660	-1664316	1
32	800	1049	21638316.0000000	0.0216383	-1652119	1
33	1000	1300	27156185.0000000	0.0271562	-2089013	1
34	1000	1313	27931855.0000000	0.0279319	-1934208	1
35	1000	1328	28201721.0000000	0.0282017	-2229428	1
36	1000	1344	28559140.0000000	0.0285591	-2356163	1
37	2000	2699	63605859.0000000	0.0636059	-4811598	1
38	2000	2654	63182693.0000000	0.0631827	-4739387	1
39	2000	2652	62305330.0000000	0.0623053	-4717250	1
40	2000	2677	70984554.0000000	0.0709846	-4537267	1
41	4000	5360	187827630.0000000	0.1878276	-8722212	1
42	4000	5315	144277311.0000000	0.1442773	-9314968	1
43	4000	5340	143456679.0000000	0.1434567	-9845767	1
44	4000	5368	148269096.0000000	0.1482691	-8681447	1
45	8000	10705	318334657.0000000	0.3183347	-17844628	1
46	8000	10670	312663622.0000000	0.3126636	-18798446	1
47	8000	10662	333793188.0000000	0.3337932	-18741474	1
48	8000	10757	391561504.0000000	0.3915615	-18178610	1
49	10000	13301	540963674.0000000	0.5409637	-22079522	1
50	10000	13340	545177609.0000000	0.5451776	-22338561	1
51	10000	13287	795079325.0000000	0.7950793	-22581384	1
52	10000	13311	678356551.0000000	0.6783566	-22606313	1
53	20000	26667	942773427.0000000	0.9427734	-45962292	1
54	20000	26826	1024934728.0000000	1.0249347	-45195405	1
55	20000	26673	972578791.0000000	0.9725788	-47854708	1
56	20000	26670	932213845.0000000	0.9322138	-46418161	1
57	40000	53415	2073756532.0000000	2.0737565	-92003321	1
58	40000	53446	2131051045.0000000	2.1310510	-94397064	1
59	40000	53242	2160385947.0000000	2.1603859	-88771991	1
